"HOST PROTEIN","PATHOGEN PROTEIN","host_links","path_links","PATHOGEN NAME","TAXONOMY","PUBMED ID","GENE SYMBOL HOST","GENE SYMBOL PATHOGEN","HOST UNIPROT ENTRY","PATHOGEN UNIPROT ENTRY","SOURCE DATABASE","CONFIDENCE SCORE","INTERACTION Method","Status","Category"
"Q8WWC4","P03452","https://www.uniprot.org/uniprot/Q8WWC4","https://www.uniprot.org/uniprot/P03452","Influenza A virus (A/Puerto Rico/8/1934(H1N1))","211044","28169297","MAIP1","HA","MAIP1_HUMAN","HEMA_I34A1","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"Q8WWC4","P06460","https://www.uniprot.org/uniprot/Q8WWC4","https://www.uniprot.org/uniprot/P06460","Human papillomavirus type 6b","10600","22810586, 22810586","MAIP1","E5a","MAIP1_HUMAN, MAIP1_HUMAN","VE5A_HPV6B, VE5A_HPV6B","MINT, VirHostNet","0.33","tandem affinity purification, tandem affinity purification","reviewed","Virus"
"Q8WWC4","Q1K9H5","https://www.uniprot.org/uniprot/Q8WWC4","https://www.uniprot.org/uniprot/Q1K9H5","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","28169297","MAIP1","PB1","MAIP1_HUMAN","Q1K9H5_I33A0","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"Q8WWC4","Q77M19","https://www.uniprot.org/uniprot/Q8WWC4","https://www.uniprot.org/uniprot/Q77M19","Measles virus strain Schwarz","132487","21911578, 21911578","MAIP1","P","MAIP1_HUMAN, MAIP1_HUMAN","Q77M19_MEASW, Q77M19_MEASW","VirHostNet, IntAct","0.35","affinity chromatography technology, pull down, affinity chromatography technology, pull down","reviewed","Virus"
"Q8WWF3","P03087","https://www.uniprot.org/uniprot/Q8WWF3","https://www.uniprot.org/uniprot/P03087","Macaca mulatta polyomavirus 1","1891767","27044079","SSMEM1","SV40gp5","SSMM1_HUMAN","VP1_SV40","VirHostNet","0.33","protein array","reviewed","Virus"
"Q8WWH5","NP_040313","https://www.uniprot.org/uniprot/Q8WWH5","https://www.ncbi.nlm.nih.gov/protein/NP_040313","Alphapapillomavirus 7","337042","22761572","TRUB1","-","TRUB1_HUMAN","NP_040313","VirHostNet","0.33","two hybrid","reviewed","Virus"
"Q8WWH5","NP_597740","https://www.uniprot.org/uniprot/Q8WWH5","https://www.ncbi.nlm.nih.gov/protein/NP_597740","Mupapillomavirus 1","334203","22761572","TRUB1","-","TRUB1_HUMAN","NP_597740","VirHostNet","0.33","two hybrid","reviewed","Virus"
"Q8WWH5","P03118","https://www.uniprot.org/uniprot/Q8WWH5","https://www.uniprot.org/uniprot/P03118","Human papillomavirus type 1a","10583","22761572","TRUB1","E2","TRUB1_HUMAN","VE2_HPV1","MINT","0.37","split luciferase complementation","reviewed","Virus"
"Q8WWH5","P03129","https://www.uniprot.org/uniprot/Q8WWH5","https://www.uniprot.org/uniprot/P03129","Human papillomavirus type 16","333760","22898364","TRUB1","E7","TRUB1_HUMAN","VE7_HPV16","VirHostNet","0.33","two hybrid","reviewed","Virus"
"Q8WWH5","P04015","https://www.uniprot.org/uniprot/Q8WWH5","https://www.uniprot.org/uniprot/P04015","Human papillomavirus type 11","10580","22761572, 22761572","TRUB1","E2","TRUB1_HUMAN, TRUB1_HUMAN","VE2_HPV11, VE2_HPV11","MINT, VirHostNet","0.37","split luciferase complementation, two hybrid, split luciferase complementation, two hybrid","reviewed","Virus"
"Q8WWH5","P06422","https://www.uniprot.org/uniprot/Q8WWH5","https://www.uniprot.org/uniprot/P06422","Human papillomavirus type 8","10579","22761572, 22761572","TRUB1","E2","TRUB1_HUMAN, TRUB1_HUMAN","VE2_HPV08, VE2_HPV08","MINT, VirHostNet","0.33","split luciferase complementation, two hybrid, split luciferase complementation, two hybrid","reviewed","Virus"
"Q8WWH5","P06423","https://www.uniprot.org/uniprot/Q8WWH5","https://www.uniprot.org/uniprot/P06423","Human papillomavirus type 33","10586","22761572, 22761572","TRUB1","E2","TRUB1_HUMAN, TRUB1_HUMAN","VE2_HPV33, VE2_HPV33","MINT, VirHostNet","0.37","split luciferase complementation, two hybrid, split luciferase complementation, two hybrid","reviewed","Virus"
"Q8WWH5","P06429","https://www.uniprot.org/uniprot/Q8WWH5","https://www.uniprot.org/uniprot/P06429","Human papillomavirus type 33","10586","22898364","TRUB1","E7","TRUB1_HUMAN","VE7_HPV33","VirHostNet","0.33","two hybrid","reviewed","Virus"
"Q8WWH5","P06788","https://www.uniprot.org/uniprot/Q8WWH5","https://www.uniprot.org/uniprot/P06788","Human papillomavirus type 18","333761","22898364","TRUB1","E7","TRUB1_HUMAN","VE7_HPV18","VirHostNet","0.33","two hybrid","reviewed","Virus"
"Q8WWH5","P06790","https://www.uniprot.org/uniprot/Q8WWH5","https://www.uniprot.org/uniprot/P06790","Human papillomavirus type 18","333761","22761572","TRUB1","E2","TRUB1_HUMAN","VE2_HPV18","MINT","0.37","split luciferase complementation","reviewed","Virus"
"Q8WWH5","P06921","https://www.uniprot.org/uniprot/Q8WWH5","https://www.uniprot.org/uniprot/P06921","Human papillomavirus type 5","333923","22761572, 22761572","TRUB1","E2","TRUB1_HUMAN, TRUB1_HUMAN","VE2_HPV05, VE2_HPV05","MINT, VirHostNet","0.33","split luciferase complementation, two hybrid, split luciferase complementation, two hybrid","reviewed","Virus"
"Q8WWH5","P06932","https://www.uniprot.org/uniprot/Q8WWH5","https://www.uniprot.org/uniprot/P06932","Human papillomavirus type 5","333923","22898364","TRUB1","E7","TRUB1_HUMAN","VE7_HPV05","VirHostNet","0.33","two hybrid","reviewed","Virus"
"Q8WWH5","P24830","https://www.uniprot.org/uniprot/Q8WWH5","https://www.uniprot.org/uniprot/P24830","Human papillomavirus type 39","10588","22761572, 22761572","TRUB1","E2","TRUB1_HUMAN, TRUB1_HUMAN","VE2_HPV39, VE2_HPV39","VirHostNet, MINT","0.33","two hybrid, two hybrid array, two hybrid, two hybrid array","reviewed","Virus"
"Q8WWH5","P36778","https://www.uniprot.org/uniprot/Q8WWH5","https://www.uniprot.org/uniprot/P36778","Human papillomavirus type 3","10614","22761572, 22761572","TRUB1","E2","TRUB1_HUMAN, TRUB1_HUMAN","VE2_HPV03, VE2_HPV03","MINT, VirHostNet","0.33","split luciferase complementation, two hybrid, split luciferase complementation, two hybrid","reviewed","Virus"
"Q8WWH5","P36780","https://www.uniprot.org/uniprot/Q8WWH5","https://www.uniprot.org/uniprot/P36780","Human papillomavirus type 9","10621","22761572, 22761572","TRUB1","E2","TRUB1_HUMAN, TRUB1_HUMAN","VE2_HPV09, VE2_HPV09","MINT, VirHostNet","0.33","split luciferase complementation, two hybrid, split luciferase complementation, two hybrid","reviewed","Virus"
"Q8WWH5","P36817","https://www.uniprot.org/uniprot/Q8WWH5","https://www.uniprot.org/uniprot/P36817","Human papillomavirus type 9","10621","22898364","TRUB1","E7","TRUB1_HUMAN","VE7_HPV09","VirHostNet","0.33","two hybrid","reviewed","Virus"
"Q8WWH5","P36827","https://www.uniprot.org/uniprot/Q8WWH5","https://www.uniprot.org/uniprot/P36827","Human papillomavirus type 32","333763","22898364","TRUB1","E7","TRUB1_HUMAN","VE7_HPV32","VirHostNet","0.33","two hybrid","reviewed","Virus"
"Q8WWI1","I1YP38","https://www.uniprot.org/uniprot/Q8WWI1","https://www.uniprot.org/uniprot/I1YP38","Human gammaherpesvirus 4","10376","22810586","LMO7","BGLF3.5","LMO7_HUMAN","I1YP38_EBVG","VirHostNet","0.33","tandem affinity purification","reviewed","Virus"
"Q8WWI1","P03070","https://www.uniprot.org/uniprot/Q8WWI1","https://www.uniprot.org/uniprot/P03070","Macaca mulatta polyomavirus 1","1891767","22810586","LMO7","SV40gp6","LMO7_HUMAN","LT_SV40","VirHostNet","0.33","tandem affinity purification","reviewed","Virus"
"Q8WWI1","P03225","https://www.uniprot.org/uniprot/Q8WWI1","https://www.uniprot.org/uniprot/P03225","Human herpesvirus 4 strain B95-8","10377","22810586","LMO7","BDLF2","LMO7_HUMAN","BDLF2_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"Q8WWI1","P0CK48","https://www.uniprot.org/uniprot/Q8WWI1","https://www.uniprot.org/uniprot/P0CK48","Epstein-barr virus strain ag876","82830","22810586","LMO7","NEC1","LMO7_HUMAN","NEC1_EBVA8","VirHostNet","0.33","tandem affinity purification","reviewed","Virus"
"Q8WWI1","P88933","https://www.uniprot.org/uniprot/Q8WWI1","https://www.uniprot.org/uniprot/P88933","Human herpesvirus 8 type M","435895","25544563","LMO7","-","LMO7_HUMAN","P88933_HHV8","VirHostNet","0.33","Affinity Chromatography technology","reviewed","Virus"
"Q8WWI1","Q1HVB5","https://www.uniprot.org/uniprot/Q8WWI1","https://www.uniprot.org/uniprot/Q1HVB5","Epstein-barr virus strain ag876","82830","22810586","LMO7","HHV4tp2_gp78","LMO7_HUMAN","BNL2B_EBVA8","VirHostNet","0.33","tandem affinity purification","reviewed","Virus"
"Q8WWI1","Q2MG96","https://www.uniprot.org/uniprot/Q8WWI1","https://www.uniprot.org/uniprot/Q2MG96","Human herpesvirus 4 strain B95-8","10377","22810586","LMO7","BGLF3.5","LMO7_HUMAN","Q2MG96_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"Q8WWI1","Q77UV9","https://www.uniprot.org/uniprot/Q8WWI1","https://www.uniprot.org/uniprot/Q77UV9","Human gammaherpesvirus 8","37296","25544563","LMO7","KIE-2","LMO7_HUMAN","Q77UV9_HHV8","HPIDB","0.35","affinity technology","reviewed","Virus"
"Q8WWI1","Q80HW9","https://www.uniprot.org/uniprot/Q8WWI1","https://www.uniprot.org/uniprot/Q80HW9","Vaccinia virus WR","10254","19637933","LMO7","VACWR084","LMO7_HUMAN","G6_VACCW","VirHostNet","0.33","two hybrid","reviewed","Virus"
"Q8WWI1","Q89268","https://www.uniprot.org/uniprot/Q8WWI1","https://www.uniprot.org/uniprot/Q89268","Adeno-associated virus 2 Srivastava/1982","648242","20573815","LMO7","Rep78","LMO7_HUMAN","REP78_AAV2S","VirHostNet","0.18","tap tag coimmunoprecipitation","reviewed","Virus"
"Q8WWI1","Q8AZJ3","https://www.uniprot.org/uniprot/Q8WWI1","https://www.uniprot.org/uniprot/Q8AZJ3","Human herpesvirus 4 strain B95-8","10377","22810586","LMO7","BNLF2b","LMO7_HUMAN","BNL2B_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"Q8WWI5","P06930","https://www.uniprot.org/uniprot/Q8WWI5","https://www.uniprot.org/uniprot/P06930","Human papillomavirus type 5","333923","22898364","SLC44A1","E6","CTL1_HUMAN","VE6_HPV05","VirHostNet","0.33","two hybrid","reviewed","Virus"
"Q8WX93","Q2MG95","https://www.uniprot.org/uniprot/Q8WX93","https://www.uniprot.org/uniprot/Q2MG95","Human herpesvirus 4 strain B95-8","10377","22810586","PALLD","BVLF1","PALLD_HUMAN","Q2MG95_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"Q8WX93","Q5NGV7","https://www.uniprot.org/uniprot/Q8WX93","https://www.uniprot.org/uniprot/Q5NGV7","Francisella tularensis subsp. tularensis SCHU S4","177416","20711500","PALLD","katG","PALLD_HUMAN","KATG_FRATT","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"Q8WXF1","Q8JPQ9","https://www.uniprot.org/uniprot/Q8WXF1","https://www.uniprot.org/uniprot/Q8JPQ9","La Crosse virus L78","796210","22810585","PSPC1","N","PSPC1_HUMAN","NSS_BUNL8","IntAct","0.35","tandem affinity purification","reviewed","Virus"
"Q8WXF7","Q9DLK6","https://www.uniprot.org/uniprot/Q8WXF7","https://www.uniprot.org/uniprot/Q9DLK6","Influenza A virus (A/WSN/1933(H1N1))","382835","21994455","ATL1","NP","ATLA1_HUMAN","Q9DLK6_9INFA","MINT","0.37","two hybrid","reviewed","Virus"
"Q8WXF8","NP_828861","https://www.uniprot.org/uniprot/Q8WXF8","https://www.ncbi.nlm.nih.gov/protein/NP_828861","SARS coronavirus","227859","22046132","DEDD2","-","DEDD2_HUMAN","NP_828861","VirHostNet","0.41","luminescence based mammalian interactome mapping, two hybrid, luminescence based mammalian interactome mapping, two hybrid","reviewed","Virus"
"Q8WXF8","P10191","https://www.uniprot.org/uniprot/Q8WXF8","https://www.uniprot.org/uniprot/P10191","Herpes simplex virus (type 1 / strain 17)","10299","23950709","DEDD2","UL7","DEDD2_HUMAN","CEP1_HHV11","VirHostNet","0.33","two hybrid","reviewed","Virus"
"Q8WXG1","O92835","https://www.uniprot.org/uniprot/Q8WXG1","https://www.uniprot.org/uniprot/O92835","Dengue virus 2, Dengue virus 2 Thailand/NGS-C/1944","11060, 11065","23638199, 23638199","RSAD2","-","RSAD2_HUMAN, RSAD2_HUMAN","O92835_9FLAV, O92835_9FLAV","IntAct","0.4","confocal microscopy, fluorescent resonance energy transfer, anti tag coimmunoprecipitation, confocal microscopy, fluorescent resonance energy transfer, anti tag coimmunoprecipitation, confocal microscopy, fluorescent resonance energy transfer, anti tag coimmunoprecipitation","reviewed","Virus"
"Q8WXG1","Q99IB8-PRO_0000045593","https://www.uniprot.org/uniprot/Q8WXG1","https://www.uniprot.org/uniprot/Q99IB8","Hepatitis C virus JFH-1","356411","22045669","RSAD2","-","RSAD2_HUMAN","POLG_HCVJF","IntAct","0.46","confocal microscopy, fluorescent resonance energy transfer, confocal microscopy, fluorescent resonance energy transfer","reviewed","Virus"
"Q8WXG1","Q99IB8-PRO_0000045602","https://www.uniprot.org/uniprot/Q8WXG1","https://www.uniprot.org/uniprot/Q99IB8","Hepatitis C virus JFH-1","356411","22045669","RSAD2","-","RSAD2_HUMAN","POLG_HCVJF","IntAct","0.46","confocal microscopy, fluorescent resonance energy transfer, confocal microscopy, fluorescent resonance energy transfer","reviewed","Virus"
"Q8WXG1","Q9WMX2-PRO_0000037551","https://www.uniprot.org/uniprot/Q8WXG1","https://www.uniprot.org/uniprot/Q9WMX2","Hepatitis C virus (isolate Con1)","333284","21957124","RSAD2","-","RSAD2_HUMAN","POLG_HCVCO","IntAct","0.43","anti tag coimmunoprecipitation, confocal microscopy, anti tag coimmunoprecipitation, confocal microscopy","reviewed","Virus"
"Q8WXG1","Q9WMX2-PRO_0000037552","https://www.uniprot.org/uniprot/Q8WXG1","https://www.uniprot.org/uniprot/Q9WMX2","Hepatitis C virus (isolate Con1)","333284","21957124","RSAD2","-","RSAD2_HUMAN","POLG_HCVCO","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"Q8WXG1","Q9WPH5","https://www.uniprot.org/uniprot/Q8WXG1","https://www.uniprot.org/uniprot/Q9WPH5","Hepatitis C virus subtype 1b","31647","22045669","RSAD2","-","RSAD2_HUMAN","Q9WPH5_9HEPC","IntAct","0.27","confocal microscopy","reviewed","Virus"
"Q8WXG6","Q5NII1","https://www.uniprot.org/uniprot/Q8WXG6","https://www.uniprot.org/uniprot/Q5NII1","Francisella tularensis subsp. tularensis SCHU S4","177416","20711500","MADD","acnA","MADD_HUMAN","Q5NII1_FRATT","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"Q8WXH0","P17367","https://www.uniprot.org/uniprot/Q8WXH0","https://www.uniprot.org/uniprot/P17367","Vaccinia virus WR","10254","19637933","SYNE2","C5L","SYNE2_HUMAN","C5_VACCW","VirHostNet","0.33","two hybrid","reviewed","Virus"
"Q8WXH0","P29991-PRO_0000037941","https://www.uniprot.org/uniprot/Q8WXH0","https://www.uniprot.org/uniprot/P29991","Dengue virus 2 16681-PDK53","31635","21911577","SYNE2","-","SYNE2_HUMAN","POLG_DEN27","IntAct","0.37","two hybrid","reviewed","Virus"
"Q8WXH0","Q5ZSD5","https://www.uniprot.org/uniprot/Q8WXH0","https://www.uniprot.org/uniprot/Q5ZSD5","Legionella pneumophila subsp. pneumophila str. Philadelphia 1","272624","17360363, 17360363(identity)","SYNE2","sidF","SYNE2_HUMAN, SYNE2_HUMAN","Q5ZSD5_LEGPH, Q5ZSD5_LEGPH","DIP","0","two hybrid","reviewed","Bacteria"
"Q8WXU2","P14335-PRO_0000037710","https://www.uniprot.org/uniprot/Q8WXU2","https://www.uniprot.org/uniprot/P14335","Kunjin virus (STRAIN MRM61C)","11078","22014111","DNAAF4","-","DAAF4_HUMAN","POLG_KUNJM","MINT","0.37","two hybrid array","reviewed","Virus"
"Q8WXX7","Q8CLN2","https://www.uniprot.org/uniprot/Q8WXX7","https://www.uniprot.org/uniprot/Q8CLN2","Yersinia pestis","632","20711500","AUTS2","-","AUTS2_HUMAN","Q8CLN2_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"Q8WY36","C5E526","https://www.uniprot.org/uniprot/Q8WY36","https://www.uniprot.org/uniprot/C5E526","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","BBX","PB1","BBX_HUMAN","C5E526_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"Q8WY36","C5E527","https://www.uniprot.org/uniprot/Q8WY36","https://www.uniprot.org/uniprot/C5E527","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","BBX","PB2","BBX_HUMAN","C5E527_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"Q8WY36","Q76RH4","https://www.uniprot.org/uniprot/Q8WY36","https://www.uniprot.org/uniprot/Q76RH4","Human gammaherpesvirus 8","37296","25544563","BBX","ORF36","BBX_HUMAN","Q76RH4_HHV8","HPIDB","0.35","affinity technology","reviewed","Virus"
"Q8WYA0","D0UZS0","https://www.uniprot.org/uniprot/Q8WYA0","https://www.uniprot.org/uniprot/D0UZS0","Human gammaherpesvirus 8","37296","25544563","IFT81","ORF57","IFT81_HUMAN","D0UZS0_HHV8","HPIDB","0.35","affinity technology","reviewed","Virus"
"Q8WYA0","Q2HR75","https://www.uniprot.org/uniprot/Q8WYA0","https://www.uniprot.org/uniprot/Q2HR75","Human herpesvirus 8 strain GK18","868565","25544563","IFT81","ORF57","IFT81_HUMAN","ICP27_HHV8P","VirHostNet","0.33","Affinity Chromatography technology","reviewed","Virus"
"Q8WYB5","Q81MI1","https://www.uniprot.org/uniprot/Q8WYB5","https://www.uniprot.org/uniprot/Q81MI1","Bacillus anthracis","1392","20711500","KAT6B","ptsI","KAT6B_HUMAN","Q81MI1_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"Q8WYB5","Q8CL08","https://www.uniprot.org/uniprot/Q8WYB5","https://www.uniprot.org/uniprot/Q8CL08","Yersinia pestis","632","20711500","KAT6B","-","KAT6B_HUMAN","Q8CL08_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"Q8WYR1","Q7CIL5","https://www.uniprot.org/uniprot/Q8WYR1","https://www.uniprot.org/uniprot/Q7CIL5","Yersinia pestis","632","20711500","PIK3R5","acn","PI3R5_HUMAN","Q7CIL5_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"Q8WZ42","P17367","https://www.uniprot.org/uniprot/Q8WZ42","https://www.uniprot.org/uniprot/P17367","Vaccinia virus WR","10254","19637933, 19637933","TTN","C5L","TITIN_HUMAN, TITIN_HUMAN","C5_VACCW, C5_VACCW","NA","0.33","two hybrid","reviewed","Virus"
"Q8WZ64","Q81NR7","https://www.uniprot.org/uniprot/Q8WZ64","https://www.uniprot.org/uniprot/Q81NR7","Bacillus anthracis","1392","20711500","ARAP2","-","ARAP2_HUMAN","Q81NR7_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"Q8WZ64","Q8ZAS8","https://www.uniprot.org/uniprot/Q8WZ64","https://www.uniprot.org/uniprot/Q8ZAS8","Yersinia pestis","632","20711500","ARAP2","malK","ARAP2_HUMAN","MALK_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"Q92499","C5E522","https://www.uniprot.org/uniprot/Q92499","https://www.uniprot.org/uniprot/C5E522","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","DDX1","NP","DDX1_HUMAN","C5E522_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"Q92499","C5E524","https://www.uniprot.org/uniprot/Q92499","https://www.uniprot.org/uniprot/C5E524","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","DDX1","NS1","DDX1_HUMAN","C5E524_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"Q92499","C5E526","https://www.uniprot.org/uniprot/Q92499","https://www.uniprot.org/uniprot/C5E526","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","DDX1","PB1","DDX1_HUMAN","C5E526_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"Q92499","P04618","https://www.uniprot.org/uniprot/Q92499","https://www.uniprot.org/uniprot/P04618","HIV-1 M:B_HXB2R","11706","15567440, 15567440(identity)","DDX1","rev","DDX1_HUMAN, DDX1_HUMAN","REV_HV1H2, REV_HV1H2","DIP","0.59","anti bait coimmunoprecipitation, pull down, two hybrid, anti bait coimmunoprecipitation, pull down, two hybrid, anti bait coimmunoprecipitation, pull down, two hybrid, anti bait coimmunoprecipitation, pull down, two hybrid, anti bait coimmunoprecipitation, pull down, two hybrid","reviewed","Virus"
"Q92499","P19712-PRO_0000038050","https://www.uniprot.org/uniprot/Q92499","https://www.uniprot.org/uniprot/P19712","Hog cholera virus (strain Alfort)","11097","24965446","DDX1","-","DDX1_HUMAN","POLG_CSFVA","HPIDB","0.27","fluorescence microscopy","reviewed","Virus"
"Q92499","Q9WMX2-PRO_0000037541","https://www.uniprot.org/uniprot/Q92499","https://www.uniprot.org/uniprot/Q9WMX2","Hepatitis C virus (isolate Con1)","333284","24169621, 24169621","DDX1","-","DDX1_HUMAN, DDX1_HUMAN","POLG_HCVCO, POLG_HCVCO","VirHostNet, MINT","0.33","anti bait coimmunoprecipitation, pull down, anti bait coimmunoprecipitation, pull down","reviewed","Virus"
"Q92504","P34015","https://www.uniprot.org/uniprot/Q92504","https://www.uniprot.org/uniprot/P34015","Variola virus human/India/Ind3/1967","587200","19451633","SLC39A7","CRMB","S39A7_HUMAN","CRMB_VAR67","VirHostNet","0.33","two hybrid","reviewed","Virus"
"Q92504","Q77M19","https://www.uniprot.org/uniprot/Q92504","https://www.uniprot.org/uniprot/Q77M19","Measles virus strain Schwarz","132487","21911578","SLC39A7","P","S39A7_HUMAN","Q77M19_MEASW","IntAct","0.35","pull down","reviewed","Virus"
"Q92508","P06460","https://www.uniprot.org/uniprot/Q92508","https://www.uniprot.org/uniprot/P06460","Human papillomavirus type 6b","10600","22810586, 22810586","PIEZO1","E5a","PIEZ1_HUMAN, PIEZ1_HUMAN","VE5A_HPV6B, VE5A_HPV6B","MINT, VirHostNet","0.35","tandem affinity purification, tandem affinity purification","reviewed","Virus"
"Q92508","P06461","https://www.uniprot.org/uniprot/Q92508","https://www.uniprot.org/uniprot/P06461","Human papillomavirus type 6b","10600","22810586, 22810586","PIEZO1","E5b","PIEZ1_HUMAN, PIEZ1_HUMAN","VE5B_HPV6B, VE5B_HPV6B","MINT, VirHostNet","0.35","tandem affinity purification, tandem affinity purification","reviewed","Virus"
"Q92508","P06792","https://www.uniprot.org/uniprot/Q92508","https://www.uniprot.org/uniprot/P06792","Human papillomavirus type 18","333761","22810586, 22810586","PIEZO1","E5","PIEZ1_HUMAN, PIEZ1_HUMAN","VE5_HPV18, VE5_HPV18","MINT, VirHostNet","0.35","tandem affinity purification, tandem affinity purification","reviewed","Virus"
"Q92508","P06927","https://www.uniprot.org/uniprot/Q92508","https://www.uniprot.org/uniprot/P06927","Human papillomavirus type 16","333760","22810586, 22810586","PIEZO1","E5","PIEZ1_HUMAN, PIEZ1_HUMAN","VE5_HPV16, VE5_HPV16","MINT, VirHostNet","0.35","tandem affinity purification, tandem affinity purification","reviewed","Virus"
"Q92538","NP_740474","https://www.uniprot.org/uniprot/Q92538","https://www.ncbi.nlm.nih.gov/protein/NP_740474","Enterovirus C","138950","19023417","GBF1","-","GBF1_HUMAN","NP_740474","VirHostNet","0.33","two hybrid","reviewed","Virus"
"Q92538","P0C739","https://www.uniprot.org/uniprot/Q92538","https://www.uniprot.org/uniprot/P0C739","Human herpesvirus 4 strain B95-8","10377","22810586","GBF1","BNLF2a","GBF1_HUMAN","BNL2A_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"Q92543","P06460","https://www.uniprot.org/uniprot/Q92543","https://www.uniprot.org/uniprot/P06460","Human papillomavirus type 6b","10600","22810586, 22810586","SNX19","E5a","SNX19_HUMAN, SNX19_HUMAN","VE5A_HPV6B, VE5A_HPV6B","MINT, VirHostNet","0.35","tandem affinity purification, tandem affinity purification","reviewed","Virus"
"Q92547","P03120","https://www.uniprot.org/uniprot/Q92547","https://www.uniprot.org/uniprot/P03120","Human papillomavirus type 16","333760","17006541, 11934899, 17006541, 11934899, 12457967, 22761553","TOPBP1","E2","TOPB1_HUMAN, TOPB1_HUMAN, TOPB1_HUMAN, TOPB1_HUMAN, TOPB1_HUMAN, TOPB1_HUMAN","VE2_HPV16, VE2_HPV16, VE2_HPV16, VE2_HPV16, VE2_HPV16, VE2_HPV16","MINT, VirHostNet","0.7","pull down, two hybrid, coimmunoprecipitation, gst pull down, anti tag coimmunoprecipitation, pull down, two hybrid, coimmunoprecipitation, gst pull down, anti tag coimmunoprecipitation, pull down, two hybrid, coimmunoprecipitation, gst pull down, anti tag coimmunoprecipitation, pull down, two hybrid, coimmunoprecipitation, gst pull down, anti tag coimmunoprecipitation, pull down, two hybrid, coimmunoprecipitation, gst pull down, anti tag coimmunoprecipitation","reviewed","Virus"
"Q92547","P03265","https://www.uniprot.org/uniprot/Q92547","https://www.uniprot.org/uniprot/P03265","Human adenovirus 5","28285","19197236","TOPBP1","DBP","TOPB1_HUMAN","DNB2_ADE05","MINT","0.27","fluorescence microscopy","reviewed","Virus"
"Q92556","EBI-7355238","https://www.uniprot.org/uniprot/Q92556","https://www.ebi.ac.uk/ebisearch/search.ebi?db=allebi&query=EBI-7355238","Human immunodeficiency virus 1","11676","14737186","ELMO1","-","ELMO1_HUMAN","INTACT:EBI-7355238","DIP","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"Q92556","Q02840","https://www.uniprot.org/uniprot/Q92556","https://www.uniprot.org/uniprot/Q02840","Simian immunodeficiency virus, Simian immunodeficiency virus (isolate AGM / clone GRI-1)","11723, 31684","14737186(identity), 14737186","ELMO1","nef","ELMO1_HUMAN, ELMO1_HUMAN","NEF_SIVG1, NEF_SIVG1","DIP","0","anti tag coimmunoprecipitation, anti tag coimmunoprecipitation","reviewed","Virus"
"Q92556","Q81LS0","https://www.uniprot.org/uniprot/Q92556","https://www.uniprot.org/uniprot/Q81LS0","Bacillus anthracis","1392","20711500","ELMO1","hrcA","ELMO1_HUMAN","HRCA_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"Q92569","C5E524","https://www.uniprot.org/uniprot/Q92569","https://www.uniprot.org/uniprot/C5E524","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","PIK3R3","NS1","P55G_HUMAN","C5E524_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"Q92574","P03427","https://www.uniprot.org/uniprot/Q92574","https://www.uniprot.org/uniprot/P03427","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","TSC1","PB2","TSC1_HUMAN","PB2_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
